loan_amount_requested,loan_tenure_months,interest_rate_offered,cibil_score,debt_to_income_ratio,applicant_age,number_of_dependents,fraud_flag,loan_type_Car Loan,loan_type_Education Loan,loan_type_Home Loan,loan_type_Personal Loan,employment_status_Retired,employment_status_Salaried,employment_status_Self-Employed,employment_status_Student,employment_status_Unemployed,property_ownership_status_Owned,property_ownership_status_Rented,gender_Male,gender_Other
392000.0,240.0,7.28,794.0,3.65,27.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
650000.0,12.0,13.03,687.0,6.65,61.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
134000.0,24.0,11.59,738.0,13.94,54.0,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
429000.0,120.0,9.2,691.0,5.87,41.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
535000.0,120.0,7.0,733.0,10.97,27.0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
100000.0,60.0,10.72,781.0,4.73,52.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
650000.0,60.0,11.48,690.0,10.43,35.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
366000.0,240.0,8.95,682.0,4.78,26.0,2.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1007000.0,60.0,11.31,706.0,3.85,23.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
932000.0,240.0,8.28,753.0,3.97,59.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
894000.0,60.0,11.73,647.0,2.88,61.0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
739000.0,60.0,11.2,767.0,14.13,37.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
815000.0,12.0,7.93,631.0,6.42,62.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
100000.0,360.0,11.61,742.0,10.95,25.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
614000.0,60.0,13.89,704.0,3.26,35.0,4.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
965000.0,60.0,12.96,670.0,10.88,45.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695000.0,12.0,7.54,719.0,13.5,23.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
100000.0,240.0,7.72,739.0,1.97,49.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
100000.0,36.0,11.41,676.0,4.54,50.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
755000.0,36.0,12.19,680.0,8.27,55.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
639000.0,12.0,7.0,670.0,8.11,47.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
500000.0,60.0,8.55,669.0,8.38,26.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
535000.0,36.0,11.25,678.0,3.67,39.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
375000.0,60.0,11.76,792.0,0.0,64.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
475000.0,12.0,12.5,697.0,12.16,59.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
580000.0,24.0,8.43,750.0,6.8,41.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
473000.0,24.0,8.33,757.0,3.74,41.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
686000.0,360.0,10.03,716.0,2.86,57.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
445000.0,360.0,9.69,700.0,5.08,39.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
243000.0,12.0,11.02,638.0,5.55,50.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
666000.0,60.0,9.81,667.0,4.67,24.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
591000.0,12.0,7.99,637.0,3.05,41.0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
345000.0,240.0,11.68,695.0,5.43,43.0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
728000.0,24.0,9.21,625.0,13.82,28.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
328000.0,12.0,11.22,713.0,10.85,44.0,3.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
664000.0,60.0,10.19,661.0,4.22,37.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
787000.0,360.0,8.46,676.0,3.24,42.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
227000.0,12.0,13.69,632.0,1.74,23.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
707000.0,60.0,7.0,763.0,4.74,23.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
595000.0,24.0,10.7,792.0,2.76,27.0,3.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
100000.0,240.0,7.0,701.0,3.24,52.0,2.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
189000.0,120.0,9.05,644.0,0.0,64.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
653000.0,36.0,9.77,668.0,5.83,27.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
598000.0,120.0,9.07,724.0,6.13,48.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
633000.0,36.0,8.42,652.0,8.6,53.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
615000.0,360.0,11.69,777.0,0.81,24.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
202000.0,240.0,7.47,816.0,0.0,28.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847000.0,240.0,9.29,711.0,10.27,58.0,4.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
617000.0,360.0,9.02,689.0,7.28,31.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
139000.0,120.0,9.31,701.0,4.53,26.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
270000.0,36.0,14.25,727.0,6.6,24.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
914000.0,24.0,7.77,640.0,5.27,61.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
873000.0,24.0,12.2,769.0,0.0,21.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
462000.0,60.0,11.51,771.0,0.0,44.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
658000.0,360.0,11.26,735.0,6.85,38.0,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
757000.0,36.0,8.69,583.0,6.7,63.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
699000.0,240.0,8.32,768.0,4.9,54.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
535000.0,36.0,9.84,642.0,3.28,57.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
674000.0,120.0,13.77,715.0,5.4,25.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
581000.0,12.0,8.97,679.0,3.29,42.0,4.0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
194000.0,36.0,9.06,630.0,9.03,62.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
595000.0,240.0,12.81,685.0,5.59,53.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
553000.0,24.0,12.22,653.0,3.12,22.0,1.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
645000.0,360.0,7.71,746.0,15.72,58.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
652000.0,12.0,7.74,712.0,5.17,46.0,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
308000.0,36.0,11.37,653.0,5.87,46.0,2.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
487000.0,120.0,11.21,748.0,14.35,38.0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
701000.0,60.0,12.52,672.0,2.46,51.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
238000.0,36.0,11.81,734.0,18.34,62.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
476000.0,360.0,12.52,632.0,6.76,25.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
446000.0,36.0,11.08,751.0,10.08,52.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
405000.0,36.0,9.63,627.0,8.2,53.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
673000.0,60.0,11.06,699.0,17.57,59.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349000.0,120.0,10.82,659.0,1.77,35.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
388000.0,360.0,10.8,646.0,10.44,39.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
582000.0,36.0,10.18,658.0,1.4,30.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
100000.0,60.0,9.96,738.0,2.17,49.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
628000.0,360.0,13.51,688.0,1.03,41.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
100000.0,120.0,7.58,588.0,9.67,35.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
876000.0,24.0,9.36,718.0,4.95,25.0,4.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
252000.0,360.0,12.92,681.0,1.99,50.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
277000.0,36.0,8.74,725.0,17.54,38.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
613000.0,240.0,9.58,655.0,2.72,35.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291000.0,24.0,12.36,707.0,0.75,43.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
176000.0,60.0,9.75,636.0,9.69,36.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
607000.0,120.0,12.47,704.0,0.0,37.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417000.0,120.0,13.07,712.0,15.78,35.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
563000.0,360.0,12.82,631.0,0.72,52.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
379000.0,240.0,11.39,691.0,7.0,36.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
842000.0,240.0,11.79,776.0,4.13,44.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
471000.0,120.0,8.85,744.0,11.9,64.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
896000.0,240.0,10.86,704.0,4.01,61.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
279000.0,240.0,8.91,720.0,4.02,37.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1213000.0,12.0,10.61,649.0,10.31,22.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
192000.0,360.0,14.63,683.0,0.36,43.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
420000.0,240.0,8.85,690.0,8.71,45.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
888000.0,12.0,9.76,729.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
631000.0,24.0,9.29,701.0,4.16,29.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
286000.0,120.0,8.68,684.0,13.8,45.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
355000.0,240.0,11.36,701.0,0.17,62.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
114000.0,24.0,7.22,645.0,1.39,35.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
880000.0,240.0,12.16,726.0,6.2,24.0,2.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
450000.0,120.0,13.78,698.0,12.95,23.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
123000.0,12.0,9.58,825.0,0.76,21.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
522000.0,60.0,12.52,708.0,8.12,52.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
624000.0,120.0,9.15,751.0,12.37,65.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
646000.0,60.0,13.03,703.0,2.49,22.0,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
484000.0,360.0,11.57,643.0,2.08,35.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
815000.0,12.0,8.88,724.0,9.03,45.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
528000.0,120.0,10.28,683.0,3.02,41.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
302000.0,240.0,7.9,737.0,1.74,29.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
264000.0,240.0,7.0,744.0,6.79,25.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
679000.0,24.0,10.02,697.0,5.15,27.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
100000.0,60.0,9.8,708.0,1.26,49.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
395000.0,36.0,11.91,738.0,4.83,49.0,3.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
141000.0,60.0,12.98,694.0,13.85,21.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
586000.0,240.0,10.77,644.0,1.63,32.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
607000.0,240.0,12.7,688.0,0.9,39.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
395000.0,120.0,12.9,726.0,0.0,56.0,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
295000.0,36.0,7.64,767.0,4.84,60.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
574000.0,360.0,13.82,782.0,2.24,64.0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
616000.0,36.0,10.25,767.0,8.21,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1051000.0,36.0,11.35,736.0,12.44,47.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
238000.0,60.0,8.88,651.0,3.72,61.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
100000.0,24.0,10.22,640.0,9.41,52.0,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
517000.0,120.0,9.27,651.0,5.23,38.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
561000.0,240.0,9.35,745.0,6.19,31.0,4.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
681000.0,12.0,12.62,729.0,4.85,49.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
740000.0,120.0,10.56,736.0,16.76,31.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
517000.0,120.0,11.46,740.0,5.51,42.0,2.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
332000.0,120.0,7.4,586.0,5.49,26.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
100000.0,36.0,12.48,714.0,3.23,21.0,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
943000.0,24.0,12.17,634.0,5.81,52.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
399000.0,240.0,9.9,787.0,2.88,52.0,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
178000.0,240.0,10.0,707.0,0.0,56.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
881000.0,120.0,12.73,630.0,0.0,58.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
815000.0,360.0,9.96,660.0,6.75,62.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
406000.0,240.0,7.46,724.0,3.45,42.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
540000.0,60.0,12.98,684.0,2.64,39.0,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1218000.0,120.0,9.7,654.0,3.87,32.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1187000.0,12.0,12.86,724.0,11.14,45.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
539000.0,24.0,12.06,690.0,12.5,25.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
246000.0,120.0,12.82,663.0,4.94,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
942000.0,240.0,10.78,807.0,3.32,45.0,4.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
380000.0,120.0,10.41,690.0,4.73,24.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
895000.0,60.0,9.61,674.0,6.65,38.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
100000.0,120.0,14.34,648.0,7.21,49.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
362000.0,24.0,9.3,691.0,6.01,26.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
355000.0,60.0,7.0,703.0,11.48,56.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
305000.0,360.0,13.17,730.0,13.27,36.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
877000.0,12.0,9.1,654.0,3.7,47.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
454000.0,120.0,8.76,668.0,4.85,43.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
735000.0,36.0,11.54,652.0,10.0,26.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
717000.0,24.0,12.09,688.0,6.43,58.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1070000.0,36.0,10.62,736.0,11.57,60.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
920000.0,240.0,9.12,771.0,4.46,28.0,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
346000.0,24.0,9.59,720.0,2.8,23.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
859000.0,60.0,7.83,733.0,0.0,43.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1148000.0,36.0,7.52,758.0,2.91,48.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
125000.0,360.0,14.33,725.0,10.29,35.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
100000.0,120.0,10.77,685.0,2.9,45.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
101000.0,120.0,11.55,672.0,2.57,38.0,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
346000.0,60.0,13.79,681.0,8.49,36.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1135000.0,120.0,13.13,722.0,5.1,37.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
850000.0,240.0,12.92,744.0,0.0,47.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
607000.0,240.0,11.66,655.0,6.64,41.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
100000.0,240.0,8.99,693.0,2.44,30.0,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
363000.0,360.0,7.0,626.0,10.14,30.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551000.0,24.0,10.55,657.0,10.23,43.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
100000.0,360.0,12.47,727.0,1.15,63.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
685000.0,12.0,12.14,773.0,5.26,36.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
513000.0,24.0,8.04,670.0,7.31,56.0,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
489000.0,240.0,8.61,671.0,9.18,37.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
377000.0,24.0,9.43,702.0,13.89,21.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
380000.0,360.0,11.33,632.0,1.72,53.0,4.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
510000.0,360.0,7.16,702.0,15.29,60.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
1195000.0,120.0,11.28,758.0,7.26,49.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
430000.0,240.0,9.69,662.0,7.76,43.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
172000.0,240.0,9.69,686.0,4.36,53.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
100000.0,60.0,14.3,692.0,6.68,42.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
508000.0,12.0,13.1,746.0,3.02,58.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
217000.0,24.0,11.89,725.0,12.43,42.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
515000.0,24.0,10.54,791.0,9.75,57.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
498000.0,12.0,11.71,636.0,7.15,65.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
469000.0,36.0,7.04,788.0,3.65,23.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
603000.0,24.0,8.69,636.0,3.02,23.0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
579000.0,12.0,11.95,746.0,3.17,59.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
560000.0,120.0,11.91,734.0,5.49,40.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
291000.0,12.0,9.49,615.0,0.18,30.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
100000.0,24.0,12.34,777.0,7.41,29.0,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
918000.0,60.0,7.0,654.0,12.02,39.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
919000.0,240.0,12.92,572.0,3.92,29.0,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
616000.0,240.0,11.27,626.0,14.47,59.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
454000.0,240.0,9.52,775.0,4.86,32.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
907000.0,24.0,8.97,766.0,2.11,50.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1029000.0,24.0,10.0,694.0,4.5,29.0,2.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
896000.0,240.0,15.34,807.0,4.49,29.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
334000.0,360.0,8.87,685.0,8.32,54.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
698000.0,12.0,7.01,674.0,0.0,55.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
403000.0,36.0,10.86,720.0,1.13,39.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
554000.0,60.0,10.98,691.0,2.47,49.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
457000.0,120.0,10.73,749.0,0.63,56.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
118000.0,120.0,8.67,688.0,1.84,42.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
499000.0,120.0,12.86,671.0,15.73,56.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
741000.0,36.0,13.11,739.0,7.45,49.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
412000.0,24.0,8.24,805.0,1.28,57.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
100000.0,12.0,10.93,638.0,0.0,59.0,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
756000.0,240.0,9.56,701.0,0.28,27.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
752000.0,360.0,7.47,682.0,3.01,52.0,4.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
373000.0,360.0,11.45,664.0,3.67,38.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1066000.0,12.0,8.23,662.0,9.98,40.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
533000.0,120.0,10.03,707.0,9.05,58.0,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
890000.0,60.0,7.0,714.0,10.84,62.0,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
645000.0,120.0,12.54,566.0,6.55,26.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
934000.0,12.0,11.59,736.0,2.04,37.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1255000.0,240.0,9.64,703.0,15.46,29.0,4.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
821000.0,36.0,12.05,745.0,1.67,65.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
747000.0,24.0,12.96,736.0,10.39,50.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
220000.0,120.0,12.84,700.0,6.81,65.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210000.0,120.0,10.72,712.0,8.97,28.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
618000.0,24.0,11.36,636.0,12.36,27.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242000.0,120.0,11.33,682.0,6.97,50.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
211000.0,60.0,11.99,660.0,20.1,22.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
609000.0,240.0,9.88,685.0,17.76,40.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
244000.0,36.0,8.93,779.0,6.9,25.0,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
540000.0,360.0,10.97,701.0,9.02,32.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
221000.0,36.0,7.28,743.0,5.33,64.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
432000.0,240.0,10.19,669.0,0.0,41.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
811000.0,60.0,10.52,694.0,14.97,25.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
363000.0,12.0,12.35,663.0,0.66,37.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
719000.0,240.0,11.44,686.0,0.0,56.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
229000.0,24.0,10.68,707.0,0.0,34.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
461000.0,12.0,9.85,579.0,20.6,59.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
422000.0,60.0,11.23,726.0,4.11,54.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
157000.0,240.0,10.02,692.0,0.0,48.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
934000.0,36.0,7.0,624.0,1.97,48.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
502000.0,36.0,9.3,723.0,10.44,41.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000.0,24.0,12.26,637.0,7.03,23.0,2.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
473000.0,60.0,13.08,708.0,3.54,29.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
284000.0,12.0,10.14,721.0,1.08,27.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
875000.0,12.0,8.34,652.0,8.05,52.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
